word1,word2,score
commited mayby excellence,commited,0.48
commited mayby excellence,mayby commited excellence,0.76
recon omnicient meetingplaces partisipate,recon omnicient meetingplaces,0.83
recon omnicient meetingplaces partisipate,recon meetingplaces omnicient partisipate,0.76
physiologically eleminate shrilling built,eleminate,0.36
physiologically eleminate shrilling built,physiologically shrilling eleminate built,0.76
rocking-horse sterile risen,rocking-horse sterile,0.88
rocking-horse sterile risen,risen sterile rocking-horse,0.63
cout perhaps stachato,stachato,0.55
cout perhaps stachato,stachato perhaps cout,0.62
rhododendrons,,0.0
rhododendrons,rhododendrons,1.0
Compson-family Commonwealth,Compson-family,0.68
Compson-family Commonwealth,Compson-family Commonwealth,1.0
meat definitely succeeds,succeeds,0.5
meat definitely succeeds,meat definitely succeeds,1.0
etheral juce dinning disturbed,juce,0.24
etheral juce dinning disturbed,etheral dinning disturbed juce,0.83
initiativ diahorrea,diahorrea,0.64
initiativ diahorrea,initiativ diahorrea,1.0
parliamentary compromize back-bone,back-bone,0.42
parliamentary compromize back-bone,parliamentary back-bone compromize,0.71
heterogenius delemma reign meat,delemma reign,0.59
heterogenius delemma reign meat,reign meat delemma heterogenius,0.48
apperance busing commitee decide,busing commitee,0.64
apperance busing commitee decide,apperance decide busing commitee,0.78
toilets,,0.0
toilets,toilets,1.0
franchise receives,receives,0.62
franchise receives,franchise receives,1.0
than magazines concience uppressed,than uppressed,0.58
than magazines concience uppressed,than concience magazines uppressed,0.71
sosiety delegats relegion inicials,delegats inicials,0.67
sosiety delegats relegion inicials,relegion inicials delegats sosiety,0.5
disillutionment despise seaksily spontaneous,spontaneous,0.4
disillutionment despise seaksily spontaneous,seaksily disillutionment despise spontaneous,0.8
stomak usualy,usualy,0.63
stomak usualy,usualy stomak,0.46
party-members neighbours trochaic,neighbours,0.47
party-members neighbours trochaic,party-members neighbours trochaic,1.0
ilegally mumies immensly one-eighth,one-eighth,0.44
ilegally mumies immensly one-eighth,one-eighth mumies immensly ilegally,0.6
numourously,,0.0
numourously,numourously,1.0
privileges appearance buscuit,appearance buscuit,0.77
privileges appearance buscuit,privileges appearance buscuit,1.0
familybackground,,0.0
familybackground,familybackground,1.0
sircumstances,,0.0
sircumstances,sircumstances,1.0
government debt changeing viceverca,government debt viceverca,0.83
government debt changeing viceverca,viceverca government debt changeing,0.71
comitted diciplinary,diciplinary,0.71
comitted diciplinary,comitted diciplinary,1.0
thrughout none,thrughout,0.78
thrughout none,none thrughout,0.64
nearby inspiering patiently,nearby patiently,0.74
nearby inspiering patiently,patiently nearby inspiering,0.63
cartaines fixed,cartaines,0.75
cartaines fixed,fixed cartaines,0.6
posessed stranger,stranger,0.64
posessed stranger,posessed stranger,1.0
milieu participant strait relly,participant,0.52
milieu participant strait relly,milieu relly strait participant,0.58
fulfil metaphors,metaphors,0.72
fulfil metaphors,metaphors fulfil,0.56
owful bisuts receipt,owful receipt,0.79
owful bisuts receipt,bisuts receipt owful,0.7
diminish arguable refreciment,,0.0
diminish arguable refreciment,diminish arguable refreciment,1.0
attemts grussly gallery dangeling,attemts dangeling,0.68
attemts grussly gallery dangeling,gallery grussly dangeling attemts,0.61
sathon liqour,liqour,0.63
sathon liqour,liqour sathon,0.46
dissappointed fear spare changability,spare changability,0.65
dissappointed fear spare changability,fear dissappointed changability spare,0.7
conection suger wrote,wrote,0.38
conection suger wrote,conection suger wrote,1.0
symphatetic coalitions,symphatetic,0.67
symphatetic coalitions,symphatetic coalitions,1.0
than interviewed contanted reckonized,than interviewed contanted,0.83
than interviewed contanted reckonized,interviewed reckonized than contanted,0.65
origine revealing pavilion disobeying,origine revealing,0.63
origine revealing pavilion disobeying,pavilion revealing disobeying origine,0.65
scrupulous stomuck vegestables,scrupulous,0.5
scrupulous stomuck vegestables,scrupulous vegestables stomuck,0.73
theme lain arrieved bones,theme bones,0.61
theme lain arrieved bones,lain theme arrieved bones,0.8
plane townspeople densely,townspeople,0.61
plane townspeople densely,densely townspeople plane,0.68
meet,,0.0
meet,meet,1.0
schoolsystem singing,schoolsystem,0.75
schoolsystem singing,schoolsystem singing,1.0
permanent right especial happends,right especial,0.6
permanent right especial happends,especial permanent happends right,0.55
symtoms sketch exhition,symtoms,0.47
symtoms sketch exhition,symtoms exhition sketch,0.7
faboulous spical tradgy-comic capabitities,tradgy-comic,0.44
faboulous spical tradgy-comic capabitities,faboulous spical tradgy-comic capabitities,1.0
expence vegatables hurling galery,vegatables galery,0.68
expence vegatables hurling galery,vegatables hurling galery expence,0.76
conviniently,,0.0
conviniently,conviniently,1.0
towns-people concidered,towns-people,0.69
towns-people concidered,towns-people concidered,1.0
minoritygroups,,0.0
minoritygroups,minoritygroups,1.0
lastest noticed unscroupulous already,noticed,0.32
lastest noticed unscroupulous already,noticed lastest already unscroupulous,0.65
advertise breakdown disipline barriere,breakdown disipline,0.67
advertise breakdown disipline barriere,breakdown advertise disipline barriere,0.74
arrived permanent suburbs Caribbean,permanent suburbs Caribbean,0.87
arrived permanent suburbs Caribbean,suburbs permanent arrived Caribbean,0.66
toilets,,0.0
toilets,toilets,1.0
changeability yestarday upheavel,changeability,0.58
changeability yestarday upheavel,changeability upheavel yestarday,0.72
inevitable,,0.0
inevitable,inevitable,1.0
purpul vegetables cout,purpul vegetables,0.87
purpul vegetables cout,vegetables cout purpul,0.68
dissillutionment isolited,dissillutionment,0.78
dissillutionment isolited,dissillutionment isolited,1.0
beauty inclouding,,0.0
beauty inclouding,beauty inclouding,1.0
stumk mainer arranged,,0.0
stumk mainer arranged,stumk mainer arranged,1.0
conveniently,,0.0
conveniently,conveniently,1.0
purpole committs suspence,suspence,0.48
purpole committs suspence,suspence committs purpole,0.64
main-groups,,0.0
main-groups,main-groups,1.0
shools grussly decendants underlinded,shools,0.28
shools grussly decendants underlinded,decendants grussly shools underlinded,0.62
telles,,0.0
telles,telles,1.0
succes,,0.0
succes,succes,1.0
PortoRicans strange,,0.0
PortoRicans strange,strange PortoRicans,0.58
oposite,,0.0
oposite,oposite,1.0
diminish antiqueshops,antiqueshops,0.73
diminish antiqueshops,antiqueshops diminish,0.57
gread scacally equiped author,gread equiped,0.62
gread scacally equiped author,scacally gread equiped author,0.79
raised hope,raised,0.71
raised hope,raised hope,1.0
emphasis,,0.0
emphasis,emphasis,1.0
consentration,,0.0
consentration,consentration,1.0
current distirbed refrigerator conscience,current conscience,0.61
current distirbed refrigerator conscience,distirbed refrigerator current conscience,0.8
PriviCounsil strengthening,strengthening,0.67
PriviCounsil strengthening,strengthening PriviCounsil,0.5
pavilion compromice streches initiaels,,0.0
pavilion compromice streches initiaels,compromice pavilion initiaels streches,0.55
jealousy suger consept,suger consept,0.74
jealousy suger consept,jealousy consept suger,0.73
regn disturbences struggeling progerous,regn disturbences struggeling,0.85
regn disturbences struggeling progerous,struggeling disturbences progerous regn,0.67
naturally southern,southern,0.62
naturally southern,naturally southern,1.0
adolescense disobeying,disobeying,0.62
adolescense disobeying,adolescense disobeying,1.0
revealing,,0.0
revealing,revealing,1.0
progress sub-urbs streit deceases,deceases,0.39
progress sub-urbs streit deceases,deceases sub-urbs streit progress,0.7
billet,,0.0
billet,billet,1.0
poetrie introduced disturbed,poetrie,0.4
poetrie introduced disturbed,poetrie disturbed introduced,0.68
frenetic therapeutic atmided inneshe,therapeutic,0.47
frenetic therapeutic atmided inneshe,frenetic atmided therapeutic inneshe,0.78
psychoanalyst inials noise splendid,inials splendid,0.6
psychoanalyst inials noise splendid,splendid inials psychoanalyst noise,0.54
pernated refrigerator noticible already,refrigerator,0.47
pernated refrigerator noticible already,already pernated refrigerator noticible,0.79
visit,,0.0
visit,visit,1.0
skeleton percentage,skeleton,0.59
skeleton percentage,skeleton percentage,1.0
trokeic imensely already deprived,trokeic deprived,0.65
trokeic imensely already deprived,imensely already trokeic deprived,0.76
familiare discotheques galery welfareproblems,familiare discotheques galery,0.78
familiare discotheques galery welfareproblems,welfareproblems galery discotheques familiare,0.53
strainged initiales,,0.0
strainged initiales,initiales strainged,0.47
recieve overcrowded suger whereas,overcrowded suger whereas,0.86
recieve overcrowded suger whereas,suger recieve overcrowded whereas,0.82
magnifum exist,exist,0.53
magnifum exist,exist magnifum,0.57
incouling countryside treath selberate,selberate,0.38
incouling countryside treath selberate,selberate treath countryside incouling,0.39
initiaels society uppressed ceremonial,initiaels society uppressed,0.83
initiaels society uppressed ceremonial,uppressed ceremonial society initiaels,0.53
siccors surpressed,siccors,0.56
siccors surpressed,siccors surpressed,1.0
desitions prejustices orginizes,desitions,0.45
desitions prejustices orginizes,desitions orginizes prejustices,0.68
jealosy,,0.0
jealosy,jealosy,1.0
pettyness deprived purpose characterized,pettyness purpose,0.6
pettyness deprived purpose characterized,deprived purpose characterized pettyness,0.75
lastest dissillutionment mucician,lastest,0.35
lastest dissillutionment mucician,lastest mucician dissillutionment,0.73
yard desperate hes,yard hes,0.62
yard desperate hes,hes yard desperate,0.78
pottend dissappointed burial magnificant,dissappointed magnificant,0.77
pottend dissappointed burial magnificant,dissappointed burial pottend magnificant,0.8
committee althrough jalouseie mother-country,committee,0.34
committee althrough jalouseie mother-country,jalouseie althrough mother-country committee,0.64
immensly,,0.0
immensly,immensly,1.0
symtoms celebrate recipt,celebrate recipt,0.8
symtoms celebrate recipt,celebrate symtoms recipt,0.67
dreamworld ruler babyes jobs,ruler babyes jobs,0.76
dreamworld ruler babyes jobs,dreamworld jobs ruler babyes,0.82
chanche comprehensive americanized,americanized,0.52
chanche comprehensive americanized,chanche comprehensive americanized,1.0
worte,,0.0
worte,worte,1.0
signature,,0.0
signature,signature,1.0
reminde threaten docters,threaten docters,0.8
reminde threaten docters,docters threaten reminde,0.58
unscrupulous,,0.0
unscrupulous,unscrupulous,1.0
mistress working-class,mistress,0.53
mistress working-class,working-class mistress,0.59
guarnty,,0.0
guarnty,guarnty,1.0
threat,,0.0
threat,threat,1.0
abolishion,,0.0
abolishion,abolishion,1.0
immense percentage abel perverted,immense percentage,0.71
immense percentage abel perverted,immense abel percentage perverted,0.85
garden forewerd,forewerd,0.7
garden forewerd,garden forewerd,1.0
raw-material admireing proportiones really,raw-material admireing proportiones,0.91
raw-material admireing proportiones really,raw-material admireing really proportiones,0.83
abillity,,0.0
abillity,abillity,1.0
bi-election,,0.0
bi-election,bi-election,1.0
women communities souveniers wally,women communities souveniers,0.9
women communities souveniers wally,communities women wally souveniers,0.65
personified splendid stalk,splendid stalk,0.7
personified splendid stalk,splendid personified stalk,0.65
falshness salary,,0.0
falshness salary,falshness salary,1.0
contended implyed grazing electrol,implyed grazing electrol,0.83
contended implyed grazing electrol,contended grazing electrol implyed,0.76
wards encreased,wards,0.5
wards encreased,wards encreased,1.0
occasionaly ministers maingroups,occasionaly maingroups,0.81
occasionaly ministers maingroups,occasionaly maingroups ministers,0.72
misdemenour discribing dissappeared,misdemenour discribing,0.77
misdemenour discribing dissappeared,dissappeared misdemenour discribing,0.63
inushiols admiring narrow-mindedness buscuits,inushiols narrow-mindedness buscuits,0.89
inushiols admiring narrow-mindedness buscuits,buscuits narrow-mindedness admiring inushiols,0.6
troubeling Cabinet,,0.0
troubeling Cabinet,Cabinet troubeling,0.56
rhododendrums trembling,rhododendrums,0.72
rhododendrums trembling,trembling rhododendrums,0.57
scissors jealosy,,0.0
scissors jealosy,jealosy scissors,0.5
surpressed attachment differ,surpressed,0.53
surpressed attachment differ,attachment differ surpressed,0.61
recevid stomuck shools,recevid shools,0.78
recevid stomuck shools,stomuck recevid shools,0.64
saizer would aboundance doctors,saizer would,0.56
saizer would aboundance doctors,doctors aboundance saizer would,0.45
stearing familes ant,familes ant,0.71
stearing familes ant,ant familes stearing,0.65
employed noticible criticizing,employed noticible,0.75
employed noticible criticizing,employed criticizing noticible,0.67
poletry inconveineant formost holidaymakers,formost,0.28
poletry inconveineant formost holidaymakers,inconveineant formost holidaymakers poletry,0.81
uppressed aerea non-Europeans,uppressed non-Europeans,0.88
uppressed aerea non-Europeans,non-Europeans uppressed aerea,0.52
plentiful noticeable,noticeable,0.67
plentiful noticeable,noticeable plentiful,0.5
authencity kindergarten,authencity,0.61
authencity kindergarten,authencity kindergarten,1.0
ouful,,0.0
ouful,ouful,1.0
neigbours,,0.0
neigbours,neigbours,1.0
serevelate paper,paper,0.48
serevelate paper,serevelate paper,1.0
faboulous,,0.0
faboulous,faboulous,1.0
opression upto courtesy summer-holiday,courtesy summer-holiday,0.75
opression upto courtesy summer-holiday,opression courtesy upto summer-holiday,0.87
newcomers saccessful every,saccessful,0.56
newcomers saccessful every,newcomers saccessful every,1.0
incouling executive,,0.0
incouling executive,executive incouling,0.47
happenes capability posission,capability posission,0.82
happenes capability posission,happenes posission capability,0.66
populair one-eighth biscuts hoop,hoop,0.22
populair one-eighth biscuts hoop,populair one-eighth biscuts hoop,1.0
granty recivd,recivd,0.63
granty recivd,recivd granty,0.46
Caribbean,,0.0
Caribbean,Caribbean,1.0
steak,,0.0
steak,steak,1.0
wasit rayin,rayin,0.62
wasit rayin,wasit rayin,1.0
guerilja freez,freez,0.53
guerilja freez,freez guerilja,0.57
opposition,,0.0
opposition,opposition,1.0
embarrased words cerimonial suppressed,words cerimonial suppressed,0.83
embarrased words cerimonial suppressed,cerimonial words suppressed embarrased,0.55
coming inevyitable,inevyitable,0.76
coming inevyitable,inevyitable coming,0.61
and exhibition busing troubled,and troubled,0.57
and exhibition busing troubled,exhibition busing and troubled,0.87
bonus,,0.0
bonus,bonus,1.0
nescessary jealousy celibrate,jealousy celibrate,0.77
nescessary jealousy celibrate,nescessary celibrate jealousy,0.69
begining envellops staring,begining,0.47
begining envellops staring,envellops staring begining,0.65
noticebel Antique-shops,,0.0
noticebel Antique-shops,Antique-shops noticebel,0.57
gould embarrased prostitute,embarrased prostitute,0.88
gould embarrased prostitute,embarrased gould prostitute,0.78
tyrannical,,0.0
tyrannical,tyrannical,1.0
florished,,0.0
florished,florished,1.0
pessimistic progerous,,0.0
pessimistic progerous,progerous pessimistic,0.52
dining contra-revolution verest sub-urbs,contra-revolution sub-urbs,0.79
dining contra-revolution verest sub-urbs,sub-urbs dining contra-revolution verest,0.78
concept,,0.0
concept,concept,1.0
transtition benefitted faciating influencial,transtition benefitted,0.67
transtition benefitted faciating influencial,faciating benefitted influencial transtition,0.64
opponent prostitute break,break,0.33
opponent prostitute break,opponent prostitute break,1.0
happends perverty envelops,perverty envelops,0.79
happends perverty envelops,envelops perverty happends,0.62
bones,,0.0
bones,bones,1.0
pity divide mistres,pity mistres,0.77
pity divide mistres,pity divide mistres,1.0
market glimps brake,market glimps,0.81
market glimps brake,glimps brake market,0.63
failes,,0.0
failes,failes,1.0
dissenters attemts,attemts,0.56
dissenters attemts,dissenters attemts,1.0
worte ticket sccesful,ticket,0.44
worte ticket sccesful,worte sccesful ticket,0.67
currant,,0.0
currant,currant,1.0
break often acquainted personified,often acquainted,0.64
break often acquainted personified,acquainted personified often break,0.65
omnierant enormeous Pakistani explosion,omnierant Pakistani explosion,0.85
omnierant enormeous Pakistani explosion,omnierant Pakistani enormeous explosion,0.74
practicle,,0.0
practicle,practicle,1.0
weathy inconviniant,weathy,0.48
weathy inconviniant,weathy inconviniant,1.0
plane poems,plane,0.62
plane poems,plane poems,1.0
mina,,0.0
mina,mina,1.0
busing AngloSaxian conscience,,0.0
busing AngloSaxian conscience,busing AngloSaxian conscience,1.0
belifs admireing garanties delemma,admireing garanties delemma,0.89
belifs admireing garanties delemma,delemma admireing garanties belifs,0.74
pound attemts discovers apperance,discovers,0.43
pound attemts discovers apperance,discovers attemts pound apperance,0.64
fransiche disillusionment excistence edmittet,fransiche excistence edmittet,0.78
fransiche disillusionment excistence edmittet,edmittet fransiche excistence disillusionment,0.56
conveniant revesment scemes,revesment,0.5
conveniant revesment scemes,conveniant scemes revesment,0.74
ourself cottege paper desparately,ourself cottege paper,0.78
ourself cottege paper desparately,desparately ourself cottege paper,0.64
teoretical wortte somehow,wortte,0.39
teoretical wortte somehow,teoretical wortte somehow,1.0
scedule,,0.0
scedule,scedule,1.0
comprehensiv solved,,0.0
comprehensiv solved,solved comprehensiv,0.63
opptain queu,,0.0
opptain queu,opptain queu,1.0
psycial,,0.0
psycial,psycial,1.0
foreshadow desegregation,,0.0
foreshadow desegregation,foreshadow desegregation,1.0
or aposit exception inosence,or aposit exception,0.81
or aposit exception inosence,aposit inosence or exception,0.57
criticism everone biscuids,criticism biscuids,0.82
criticism everone biscuids,everone criticism biscuids,0.69
resistence townspeople cartin Cabinet,resistence townspeople cartin,0.88
resistence townspeople cartin Cabinet,Cabinet resistence cartin townspeople,0.59
resemble fear tradgy-comic,resemble fear,0.67
resemble fear tradgy-comic,tradgy-comic resemble fear,0.5
resistance,,0.0
resistance,resistance,1.0
universitydegree,,0.0
universitydegree,universitydegree,1.0
stats,,0.0
stats,stats,1.0
delemma assasinated,assasinated,0.73
delemma assasinated,assasinated delemma,0.58
symphathetic deligthed fullfill,deligthed fullfill,0.73
symphathetic deligthed fullfill,deligthed fullfill symphathetic,0.58
consequence origine launched,consequence launched,0.83
consequence origine launched,launched origine consequence,0.61
stranged partyconference,,0.0
stranged partyconference,partyconference stranged,0.62
obviously distence,obviously,0.67
obviously distence,obviously distence,1.0
changeable sircle Pakistanis,sircle Pakistanis,0.76
changeable sircle Pakistanis,changeable Pakistanis sircle,0.75
falsity,,0.0
falsity,falsity,1.0
have aford,aford,0.67
have aford,have aford,1.0
scolarships risen misinterpreted cost,scolarships,0.46
scolarships risen misinterpreted cost,risen cost scolarships misinterpreted,0.7
magnificant camerades vagetabels,camerades,0.44
magnificant camerades vagetabels,vagetabels magnificant camerades,0.66
or arrived,,0.0
or arrived,or arrived,1.0
various,,0.0
various,various,1.0
oposit hes intergrate fellow-members,hes fellow-members,0.67
oposit hes intergrate fellow-members,fellow-members oposit intergrate hes,0.56
yard cort,cort,0.62
yard cort,yard cort,1.0
nonEuropeans reasently,reasently,0.58
nonEuropeans reasently,nonEuropeans reasently,1.0
minner restaurant,,0.0
minner restaurant,minner restaurant,1.0
considered,,0.0
considered,considered,1.0
the,,0.0
the,the,1.0
obtain wright stomuck,,0.0
obtain wright stomuck,wright stomuck obtain,0.67
amnesty welfareproblems court characters,welfareproblems characters,0.79
amnesty welfareproblems court characters,court amnesty characters welfareproblems,0.57
toilets implyed,implyed,0.64
toilets implyed,toilets implyed,1.0
powertary,,0.0
powertary,powertary,1.0
spendide dang,,0.0
spendide dang,dang spendide,0.62
amendments,,0.0
amendments,amendments,1.0
prerequisite,,0.0
prerequisite,prerequisite,1.0
caffs wrot jealus,,0.0
caffs wrot jealus,jealus wrot caffs,0.59
holidaymakers sauthan,sauthan,0.5
holidaymakers sauthan,holidaymakers sauthan,1.0
contened numourously naturrally,numourously,0.52
contened numourously naturrally,naturrally contened numourously,0.65
inconvenient vulnerability mayby,vulnerability mayby,0.75
inconvenient vulnerability mayby,mayby vulnerability inconvenient,0.47
dissappeared problems,dissappeared,0.73
dissappeared problems,problems dissappeared,0.57
culturary omniscient,omniscient,0.67
culturary omniscient,culturary omniscient,1.0
adolesence border,adolesence,0.74
adolesence border,adolesence border,1.0
primarely,,0.0
primarely,primarely,1.0
rize bi-election,rize,0.4
rize bi-election,rize bi-election,1.0
Parlamentary opptain often savagery,opptain often,0.54
Parlamentary opptain often savagery,opptain Parlamentary savagery often,0.6
spontanous abillity clearly wholl,spontanous abillity clearly,0.9
spontanous abillity clearly wholl,clearly spontanous wholl abillity,0.58
rain shows,rain,0.57
rain shows,rain shows,1.0
troubled cafe siscals baries,,0.0
troubled cafe siscals baries,troubled baries cafe siscals,0.75
stilled viceversa previleges conserining,stilled viceversa,0.6
stilled viceversa previleges conserining,previleges viceversa conserining stilled,0.62
comittees everybody,,0.0
comittees everybody,comittees everybody,1.0
changable beautifull,beautifull,0.67
changable beautifull,beautifull changable,0.5
strength prejudices,,0.0
strength prejudices,strength prejudices,1.0
inequities,,0.0
inequities,inequities,1.0
jalous comprehensive meadows,meadows,0.4
jalous comprehensive meadows,meadows jalous comprehensive,0.71
fixed misinterpretted,fixed,0.38
fixed misinterpretted,fixed misinterpretted,1.0
wrote jealus,jealus,0.67
wrote jealus,jealus wrote,0.5
stewardesses,,0.0
stewardesses,stewardesses,1.0
doesnt,,0.0
doesnt,doesnt,1.0
builet ant uppressed losers,builet ant,0.54
builet ant uppressed losers,ant uppressed builet losers,0.74
marons,,0.0
marons,marons,1.0
miner biquits,miner,0.56
miner biquits,miner biquits,1.0
apperance verious,,0.0
apperance verious,verious apperance,0.53
consentration,,0.0
consentration,consentration,1.0
one-eighth guerilla prbolom gap,guerilla gap,0.56
one-eighth guerilla prbolom gap,one-eighth guerilla prbolom gap,1.0
recently frid,,0.0
recently frid,frid recently,0.62
emphasis patethic chamber,emphasis patethic,0.81
emphasis patethic chamber,chamber patethic emphasis,0.56
mina coarte,,0.0
mina coarte,mina coarte,1.0
disturbences,,0.0
disturbences,disturbences,1.0
pritened acquaintances cartaines excamples,cartaines excamples,0.62
pritened acquaintances cartaines excamples,cartaines pritened excamples acquaintances,0.52
bornas,,0.0
bornas,bornas,1.0
Service bones secretely,Service bones,0.72
Service bones secretely,secretely bones Service,0.57
examples appearent,,0.0
examples appearent,examples appearent,1.0
atempting,,0.0
atempting,atempting,1.0
constitusion desease strenghten,strenghten,0.49
constitusion desease strenghten,desease constitusion strenghten,0.74
ridicolous positive important,ridicolous important,0.82
ridicolous positive important,positive important ridicolous,0.62
support inials stake,support stake,0.79
support inials stake,support inials stake,1.0
neighbours psycial,psycial,0.56
neighbours psycial,neighbours psycial,1.0
harmoneous,,0.0
harmoneous,harmoneous,1.0
simultaneously liquor innoscent splindid,simultaneously liquor innoscent,0.87
simultaneously liquor innoscent splindid,simultaneously splindid innoscent liquor,0.75
foremost declare nuclear pessimistic,,0.0
foremost declare nuclear pessimistic,nuclear foremost pessimistic declare,0.56
failed immence,,0.0
failed immence,failed immence,1.0
seenery,,0.0
seenery,seenery,1.0
persuation,,0.0
persuation,persuation,1.0
verious juice,,0.0
verious juice,juice verious,0.54
sceen choice telles sccesful,choice telles,0.63
sceen choice telles sccesful,telles choice sccesful sceen,0.64
chambre,,0.0
chambre,chambre,1.0

Supreme spilend,,0.0
Supreme spilend,spilend Supreme,0.47
clumsy raw-material ministeres benefited,clumsy ministeres benefited,0.81
clumsy raw-material ministeres benefited,clumsy raw-material ministeres benefited,1.0
full,,0.0
full,full,1.0
establisment schoolsystem,schoolsystem,0.65
establisment schoolsystem,schoolsystem establisment,0.48
psychonalist wemen college vary,psychonalist college,0.78
psychonalist wemen college vary,psychonalist vary college wemen,0.71
resorts supermacy,resorts,0.58
resorts supermacy,resorts supermacy,1.0
reminisence,,0.0
reminisence,reminisence,1.0
allready,,0.0
allready,allready,1.0
halfa cortains foreshadow,halfa,0.33
halfa cortains foreshadow,halfa foreshadow cortains,0.64
sunbading coalitions,,0.0
sunbading coalitions,sunbading coalitions,1.0
verious scenery,verious,0.64
verious scenery,verious scenery,1.0
remnants area,,0.0
remnants area,remnants area,1.0
towns-people itinerary,towns-people,0.71
towns-people itinerary,towns-people itinerary,1.0
cinemas bicycle strenghten,cinemas bicycle,0.73
cinemas bicycle strenghten,strenghten bicycle cinemas,0.5
chambre,,0.0
chambre,chambre,1.0
acuaintance extensive peotetoes bicycle,acuaintance extensive bicycle,0.85
acuaintance extensive peotetoes bicycle,peotetoes bicycle extensive acuaintance,0.44
thruth,,0.0
thruth,thruth,1.0
inushiols various problems,various problems,0.76
inushiols various problems,problems various inushiols,0.58
permantent Antique-shops,Antique-shops,0.7
permantent Antique-shops,permantent Antique-shops,1.0
facilities doesnt oposite usualy,facilities,0.48
facilities doesnt oposite usualy,oposite usualy facilities doesnt,0.53
succes singing desease words,singing,0.4
succes singing desease words,singing words succes desease,0.54
beautyfull ouful teamsports candidate,candidate,0.39
beautyfull ouful teamsports candidate,beautyfull ouful candidate teamsports,0.73
docters,,0.0
docters,docters,1.0
fals rhumours curtains,rhumours,0.53
fals rhumours curtains,curtains rhumours fals,0.64
liable occasionally,occasionally,0.77
liable occasionally,occasionally liable,0.63
visit to,to,0.4
visit to,to visit,0.62
refreshment barriars there incloden,refreshment,0.48
refreshment barriars there incloden,incloden refreshment barriars there,0.74
belifs conections wealthyones,conections wealthyones,0.86
belifs conections wealthyones,wealthyones conections belifs,0.62
threatening an,,0.0
threatening an,threatening an,1.0
equiped delinquencies imployment initials,imployment,0.39
equiped delinquencies imployment initials,initials delinquencies equiped imployment,0.63
heterogenious,,0.0
heterogenious,heterogenious,1.0
Scandinavians discret spashel psysically,Scandinavians spashel psysically,0.89
Scandinavians discret spashel psysically,discret spashel psysically Scandinavians,0.65
gread yesterday curtains,gread yesterday,0.77
gread yesterday curtains,gread curtains yesterday,0.62
initiary,,0.0
initiary,initiary,1.0
dreamworld emphesizes rase,emphesizes,0.56
dreamworld emphesizes rase,rase dreamworld emphesizes,0.81
Autum,,0.0
Autum,Autum,1.0
celebulate,,0.0
celebulate,celebulate,1.0
arguable aufull setback,,0.0
arguable aufull setback,aufull setback arguable,0.61
Nixon-affair purpul stricly,stricly,0.41
Nixon-affair purpul stricly,purpul Nixon-affair stricly,0.74
fact,,0.0
fact,fact,1.0
heterogenious cafes schoolchildren,,0.0
heterogenious cafes schoolchildren,cafes heterogenious schoolchildren,0.82
amnesty virality thruth,amnesty,0.47
amnesty virality thruth,thruth virality amnesty,0.52
cottage,,0.0
cottage,cottage,1.0
sugar influential,influential,0.79
sugar influential,influential sugar,0.65
evry disapprovs constitution,evry constitution,0.76
evry disapprovs constitution,constitution disapprovs evry,0.43
atatchment disappointed imaginative,atatchment,0.44
atatchment disappointed imaginative,atatchment disappointed imaginative,1.0
guvernor wives conviniently happly,guvernor happly,0.61
guvernor wives conviniently happly,conviniently wives guvernor happly,0.59
livelyness fellow-members percentage arouse,livelyness,0.38
livelyness fellow-members percentage arouse,arouse percentage fellow-members livelyness,0.53
occasionaly sucess depth,occasionaly,0.63
occasionaly sucess depth,occasionaly sucess depth,1.0
guarantee inevitable sissors,guarantee sissors,0.76
guarantee inevitable sissors,sissors inevitable guarantee,0.5
refering inhabited sallary culturary,inhabited culturary,0.69
refering inhabited sallary culturary,sallary culturary inhabited refering,0.47
inosence,,0.0
inosence,inosence,1.0
ansver,,0.0
ansver,ansver,1.0
proceed,,0.0
proceed,proceed,1.0
noice,,0.0
noice,noice,1.0
Cabinet increased,Cabinet,0.58
Cabinet increased,Cabinet increased,1.0
foreshadow division,,0.0
foreshadow division,division foreshadow,0.53
they,,0.0
they,they,1.0
souveniers,,0.0
souveniers,souveniers,1.0
psychonalist boarding-shcools chanse,psychonalist boarding-shcools,0.89
psychonalist boarding-shcools chanse,boarding-shcools psychonalist chanse,0.64
virility,,0.0
virility,virility,1.0
straings origin maybe duck,straings origin maybe,0.89
straings origin maybe duck,maybe origin duck straings,0.5
ecconomy,,0.0
ecconomy,ecconomy,1.0
nonsence overseas pernated concern,nonsence overseas concern,0.85
nonsence overseas pernated concern,pernated nonsence overseas concern,0.74
protery well-known delinquencies,protery well-known,0.72
protery well-known delinquencies,protery well-known delinquencies,1.0
lieve medieval scacally,medieval,0.52
lieve medieval scacally,scacally lieve medieval,0.61
resorts medival currant,resorts medival,0.79
resorts medival currant,currant resorts medival,0.65
key franchise imply lonly,key franchise imply,0.86
key franchise imply lonly,imply franchise lonly key,0.68
pupils,,0.0
pupils,pupils,1.0
primarily,,0.0
primarily,primarily,1.0
spontanous,,0.0
spontanous,spontanous,1.0
spontanous,,0.0
spontanous,spontanous,1.0
speak,,0.0
speak,speak,1.0
frid savthm,savthm,0.71
frid savthm,frid savthm,1.0
nevertheless nuclear gread,nevertheless,0.63
nevertheless nuclear gread,gread nevertheless nuclear,0.77
